listing_url,listing_price,listing_date,address,dwelling_type,comparable_sold_price_1,comparable_list_price_1,comparable_sold_date_1,comparable_sold_price_2,comparable_list_price_2,comparable_sold_date_2,comparable_sold_price_3,comparable_list_price_3,comparable_sold_date_3,comparable_sold_price_4,comparable_list_price_4,comparable_sold_date_4,comparable_sold_price_5,comparable_list_price_5,comparable_sold_date_5,listing_features,listing_description,listing_extras
https://toronto.listing.ca/282-ryding-ave.W4362461.htm#15-et,"$1,150,000",02/24/2019,"282 Ryding Ave, Junction Area, Toronto M6N1H5","2-Storey, Detached House7 + 3 Rooms Total, 1 Kitchen2 Parking Spaces","$1,550,000","$1,599,900",05/31/2018,"$719,000","$719,888",09/14/2018,"$1,460,000","$1,385,000",06/14/2018,"$1,055,000","$999,000",04/12/2018,"$656,000","$669,900",01/29/2019,"[u'Library, Park, Place Of Worship, Public Transit, Rec Centre, SchoolPart Fin, Sep Entrance BasementStone, Stucco/Plaster Exterior']","[u'Sleek, Sexy, Cool. This Is 282 Ryding Avenue. The Junctions Modern Hidden Gem. Clean Lines, High Ceilings. Main Floor Flooded W Natural Light. Spacious Kitchen/Great Room Boasting Concrete Island Paired With Commercial Grade Appliances, Overlooking Family Room Double Sliding Door To Patio W Gas Hookup. Generous Mstr Bedroom W 4Pc Ensuite. Large W/I Closet With Private Balcony Overlooking Park. 2+3Bdrm Split Floor Plan. Bsmt R/I For Kitchen. Separately Metered.']","[u'B/I Subzero Fridge. Commercial Gas Stove, Hood Fan, B/I Dishwasher, Washer/Dryer. Light Fixtures.  Public Open Sat/Sun. Feb. 23/24. 2-4Pm.']"
https://toronto.listing.ca/2010-islington-ave-103.W4359876.htm#15-om,"$789,000",02/24/2019,"2010 Islington Ave 103, Kingsview Village-The Westway, Toronto M9P3S8","Apartment, Condo Apartment6 Rooms Total, 1 Kitchen2 Parking Spaces","$619,000","$649,000",05/24/2018,"$639,000","$649,000",05/15/2018,"$640,000","$659,000",04/10/2018,"$672,500","$679,900",10/05/2018,"$550,000","$575,000",09/27/2018,[u'None BasementBrick Exterior'],"[u'Seldom Available Ground Floor Condo. Over 2000 Sqft W/2Br+Huge Den. Beautiful Open Concept Kitchen W/Granite Countertops & Heated Granite Floors. 9\'Ceilings W/Floor To Ceiling Windows. Hardwood Floors And Many Other Upgrades. Located On 9.5 Acres Of A ""Resort Like Country Club Setting"" Complex.Huge Outdoor Pool & Indoor Pool. 3 Tennis Courts & 3 Squash Courts..22,000 Indoor Rec Center W/Gym..Etc..']","[u'Fridge, Stove, Microwave, Dishwasher, Freezer,Washer?Dryer. All Electrical Lighting Fixtures(Excl. Dining Room Chandelier), All Window Coverings, California Shutters. Custom B/I Closet In Master. Sound System, Central Vacuum W/2 Hoses, Granite Fireplace.']"
https://toronto.listing.ca/21-widmer-st-1502.C4353234.htm#15-16a,"$829,900",02/24/2019,"21 Widmer St 1502, Waterfront Communities C1, Toronto M5V2E8","Apartment, Condo Apartment5 Rooms Total, 1 Kitchen0 Parking Space","$810,000","$790,000",08/08/2018,"$870,000","$849,900",07/20/2018,"$768,000","$800,000",04/13/2018,"$697,000","$699,900",01/30/2019,"$1,950,000","$2,050,000",01/30/2019,"[u'Hospital, Library, Public Transit, SchoolNone BasementBrick, Concrete Exterior']","[u'Bright & Spacious 2 Bed & 2 Bath Suite With 2 Balconies In The Heart Of The Entertainment District. Great Open Concept Layout With Good Size Bedrooms. All Stainless Steel Appliances(Miele), Backsplash And Quartz Countertop In Kitchen. Minutes Away From Clubs, Theaters And Restaurants. Great Amenities In The Building Like Full Sized Basketball Court, Sauna, Party Room, Gym, Concierge And 36 Seat Theatre.']","[u'Heat Recovery Ventilator (Hrv), Provides Fresh Air Condition For Every Suite, Proven Energy Efficient. Full Sized Basketball Court, Indoor Hot Tub, Steam Room, Party Room, Guest Suites. Walking Distance To Theaters, Clubs, And Restaurants.']"
https://toronto.listing.ca/200-russell-hill-rd-204.C4296593.htm#15-2hh,"$4,395,000",02/24/2019,"200 Russell Hill Rd 204, Casa Loma, Toronto M4V2T2","Apartment, Condo Apartment7 Rooms Total, 1 Kitchen2 Parking Spaces","$1,105,000","$1,195,000",01/23/2019,"$1,269,000","$1,289,000",08/09/2018,"$3,950,000","$4,100,000",06/16/2018,"$1,825,000","$1,875,000",01/23/2019,"$2,360,000","$2,250,000",01/26/2019,"[u'Fenced Yard, Park, Part Cleared, Public Transit, Ravine, SchoolNone BasementMetal/Side, Stone Exterior']","[u""Nestled In Toronto's Exclusive Forest Hill, This 22 Suite Luxury Boutique Condo Offers Both A Large Balcony And Ground Level Walk-Out Terrace. Surrounded By The Lush Greenery Of The Nordheimer Ravine And Only Minutes From Downtown Toronto, This Turnkey Ultra Exclusive 2369 Sq Ft Suite, Is Awaiting The Personal Touch Of It's New Vibrant Owners.""]","[u'Designed By Lori Morris And Built By Simon Hirsh, This Stunning 5 Storey Residence Includes: Top Of The Line, Miele Applncs, Fully Creston Automated Sound, Lghtg, Alarm And Window Covering Systems, A 2500Sqft Gym, Theater, Spa, Wine Lounge']"
https://toronto.listing.ca/1331-queen-st-609.E4304331.htm#15-2gd,"$1,050,900",02/24/2019,"1331 Queen St 609, South Riverdale, Toronto M4M1K9","Apartment, Condo Apartment4 Rooms Total, 1 Kitchen0 Parking Space","$669,000","$679,000",01/10/2019,"$835,000","$849,900",12/11/2018,"$850,000","$799,000",12/12/2018,"$800,000","$799,900",10/18/2018,"$1,110,000","$899,000",10/16/2018,"[u'Beach, Park, Public TransitNone BasementBrick, Concrete Exterior']","[u'Last Chance To Own In An Upscale Boutique Condo Building In The Heart Of Leslieville. Great Building Amenities: Exec. Concierge, Rooftop Lounge Withfireplace, Bar, Indoor And Outdoor Exercise Facilities, Sun Deck And Pet Spa. Steps To Shopping, Dining And Transit. Building Under Construction. Walk Score 91, Bike Score 100, Transit Score 86. Still Time To Select Finishes. $10,000 Cash Back & $12,000 Upgrades Credit!']","[u'End Unit Facing North With Exceptional Features; Engineered Hardwood Floors, 9Ft Ceilings, Full Size Gas Range, Stone Counters And Backsplash, Undermount Sinks, Under Cabinet Lighting. Unique Double ""Urban Yard"" Terrace Design Cont...']"
https://toronto.listing.ca/18-sommerset-way-716.C4363811.htm#15-9k,"$699,900",02/24/2019,"18 Sommerset Way 716, Willowdale East, Toronto M2N6X5","Apartment, Condo Apartment6 Rooms Total, 1 Kitchen1 Parking Space","$820,000","$828,000",11/06/2018,"$875,000","$899,500",01/15/2019,"$880,000","$899,700",01/16/2019,"$696,000","$719,000",09/24/2018,"$770,000","$819,000",09/11/2018,"[u'Public Transit, SchoolNone BasementBrick Exterior']","[u'Luxury And Elegant Tridel Building 3 Bedrooms Corner Suite In Centre Of Willowdale East. Famous School Zone, Mckee Ps/Earlhaig Stainless Steel; Close Public Transit And Go Bus Station, Finch Subway, Steps To Restaurant, Supermarket. Beautiful Layout, Million Dollar Recreational Facilities: Indoor Pool, Guest Suites, Exercise, Rec, Sauna, Concierge,Visitor Parking, Car Wash,Billiard Room, 24 Hr Security.']","[u""All Window Coverings, All Elf's, Fridge, Stove, B/I Dishwasher, Washer, Dryer, Extra Large Locker, One Parking.""]"
https://toronto.listing.ca/16-grantbrook-st.C4342806.htm#15-1pa,"$1,539,000",02/24/2019,"16 Grantbrook St, Newtonbrook West, Toronto M2R2E7","2-Storey, Detached House12 + 3 Rooms Total, 1 Kitchen6 Parking Spaces","$1,045,000","$1,099,000",12/31/2018,"$1,400,000","$1,459,000",03/11/2018,"$1,340,000","$1,398,000",06/26/2018,"$2,430,000","$2,188,000",09/13/2018,"$1,005,000","$1,079,000",10/20/2018,"[u'Finished BasementAlum Siding, Brick Exterior']","[u'Basement; Bedroom 3.32X3.20 Closet, Bedroom, Window. Office: 3.20X2.75; Rec Room 9.14X5.40 Walk Up To Garden. ***Location. Location. Location. Huge Family Home. Literally 2 Minute Walk To The Ttc, Easy Access To Schools, Shopping. Pool Size Lot 60X145 With Lots Of Parking.***']","[u'All Fixtures, Fridge, Stove, Washer, Dryer, Dishwasher. Very Clean Home, No Need To Inspect.']"
https://toronto.listing.ca/15-iceboat-terr-942a.C4362311.htm#15-gj,"$549,000",02/24/2019,"15 Iceboat Terr 942A, Waterfront Communities C1, Toronto M5V4A5","Apartment, Condo Apartment5 Rooms Total, 1 Kitchen1 Parking Space","$705,000","$711,888",01/18/2019,"$685,000","$688,000",01/07/2019,"$835,000","$849,900",12/12/2018,"$750,000","$757,000",11/30/2018,"$718,000","$724,900",11/23/2018,"[u'Clear View, Hospital, Library, Park, Public Transit, Rec CentreNone BasementConcrete Exterior']","[u'Fabulous Downtown Cityplace Condo. Large 2 Bedroom Unit With Very Functional Layout. Open Concept, Loads Of Cupboard Space In This Modern Kitchen. Master With Extra Large Walk-In Closet, One Parking Spot And Locker Included. Steps To Waterfront, Ttc, Rogers Centre, Groceries, Restaurants, Financial + Entertainment District. In The Heart Of Downtown Toronto. Building Amenities Incl: Sauna, Squash, Yoga, Party Room, Patio, Bbq Etc. And So Much More!']","[u'Fridge, Stove, Dishwasher, Over The Range Microwave, New Washer/Dryer To Be Installed, All Electrical Lighting Fixtures, All Window Coverings, One Parking, One Locker']"
https://toronto.listing.ca/26-leopold-st.W4245190.htm#15-2nc,"$2,295,000",02/24/2019,"26 Leopold St, South Parkdale, Toronto M6K1J9","2 1/2 Storey, Detached House10 + 4 Rooms Total, 1 + 1 Kitchens4 Parking Spaces","$1,350,000","$1,399,000",12/03/2018,"$1,487,500","$1,599,000",03/21/2018,"$1,487,500","$1,599,000",03/21/2018,"$1,845,000","$1,599,000",05/09/2018,"$1,572,000","$1,498,000",04/10/2018,[u'Fin W/O BasementStucco/Plaster Exterior'],"[u'Gorgeous Circa 1900 Grand Victorian W/Private Drive In Historic Parkdale.  This Luxurious Urban Oasis, Enclosed By A Majestic Privacy Gate, Personifies Sophisticated Living.  Beautifully Restored & Renovated Withimpeccable Attention To Detail.  High Ceilings & Incredible Light. Lovely Architectural Details. Stunning Main Floor Lends Itself To Elegant Entertaining.']","[u'Breathtaking Master Retreat On 3Rd Flr W/Exquisite Ensuite, Fireplace, Sitting Rm & 2 Balconies.  4 Large Bedrooms On 2Nd Flr W/4 Piece Bath & Laundry.  Bsmt W/Separate Entry (Nanny Suite), Kit, Bath, Rec, Laundry & Exerc Rms.']"
https://toronto.listing.ca/10-tapscott-rd-504.E4324337.htm#15-29b,"$265,000",02/24/2019,"10 Tapscott Rd 504, Malvern, Toronto M1B3L9","Apartment, Condo Apartment4 Rooms Total, 1 Kitchen1 Parking Space","$305,000","$328,000",01/31/2019,"$310,000","$312,000",01/28/2019,"$365,000","$360,000",01/16/2019,"$280,000","$288,000",12/10/2018,"$335,000","$349,000",12/07/2018,"[u'Library, Public Transit, Rec CentreNone BasementBrick Exterior']","[u'Great For First Time Buyer Or Investor, Tenant May Be Willing To Stay,Close To 401, Shopping,Recreation Center, Library,Ttc  At The Front Door,']","[u'Fridge, Stove,B/I Dishwasher, Washer , Dryer, Existing Electric Light Fixtures, One Underground Parking B2-41 And One Locker R10-120']"
https://toronto.listing.ca/7-oakley-pl.C4286217.htm#15-2kc,"$4,975,000",02/24/2019,"7 Oakley Pl, St. Andrew-Windfields, Toronto M2P2G3","2-Storey, Detached House9 + 4 Rooms Total, 1 Kitchen6 Parking Spaces","$4,335,000","$4,998,800",04/26/2018,"$2,980,000","$3,098,000",08/24/2018,"$5,200,000","$5,650,000",03/10/2018,"$2,590,000","$2,968,000",06/12/2018,"$4,280,000","$4,495,000",04/15/2018,"[u'Cul De Sac, Hospital, Public Transit, SchoolFinished BasementStucco/Plaster Exterior']","[u'Remarkable French Country Inspired Chateau On Very Quiet And Family Friendly Cul-De-Sac. Windermere Homes Design+Build With Incredible Craftsmanship And Attention To Detail. Impressive Principal Rooms With Large Windows, 10 Foot Ceilings And High-End Finishes. Amenities Include Custom Bar, Steam Room, Study And Guest Suite. One Of A Kind Backyard Retreat W/Salt Water Pool, Hot Tub & Lush Perennial Gardens. Private & Spacious W/Convenient Location. A Must See.']","[u'2 High Capacity A/C Units, 2 Furnaces, Sprinklers, Led Landscape Lighting, Video Surveil., Alarm, Sub-Zero Fridge, 6-Burn Viking Range, B/I Oven+Micro, 2 Dishwash., 2 Wash/Dryers, 2 Bar Fridges, Central Vac. *See Sched. C For Complete List.']"
https://toronto.listing.ca/100-western-battery-rd-226.C4347954.htm#15-1gt,"$40,000",02/24/2019,"100 Western Battery Rd 226, Niagara, Toronto M6K3S2","Other, Parking Space1 Parking Space",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[u'Concrete Exterior'],,
https://toronto.listing.ca/18-aylesworth-ave.E4336366.htm#15-1xy,"$549,900",02/24/2019,"18 Aylesworth Ave, Birchcliffe-Cliffside, Toronto M1N2J5","Bungalow, Detached House4 + 2 Rooms Total, 1 Kitchen1 Parking Space","$660,000","$654,000",10/31/2018,"$722,000","$749,000",10/26/2018,"$520,000","$529,000",03/12/2018,"$584,900","$599,900",06/13/2018,"$575,000","$575,000",01/23/2019,"[u'Part Fin, W/O BasementAlum Siding Exterior']","[u'Spectacular Opportunity To Get This Entry Level Detached Home For Same Price As Condo. Nice Enough To Move Right In Or Renovate, Or Even Top Up. Plenty Of Options In This Rapidly Growing Area. Close To Downtown, Schools, Shops, Grocery And Much More. 2 Nice Size Bedrooms, Walk Out Basement. There Will Not Be Too Many Opportunities To Buy A Detached Home In This Price Range.']","[u'Fridge, Stove, Washer & Dryer, All Window Coverings, All Light Fixtures. Ruff In Bathroom In Basement. Possible Basement Apartment.']"
https://toronto.listing.ca/1060-sheppard-ave-1104.W4359524.htm#15-ni,"$609,900",02/24/2019,"1060 Sheppard Ave 1104, York University Heights, Toronto M3J0G7","Apartment, Condo Apartment4 Rooms Total, 1 Kitchen1 Parking Space","$675,000","$685,000",11/01/2018,"$635,000","$639,000",09/20/2018,"$673,000","$679,900",07/14/2018,"$585,000","$598,800",07/14/2018,"$662,500","$679,900",06/03/2018,"[u'Clear View, Park, Public Transit, Rec Centre, SchoolNone BasementConcrete Exterior']","[u'Cool, Chic & Modern. This Corner Suite 2 Bedroom, 2 Full Washroom Bright & Spacious Open Concept Designed Condo Is Located In Prime North York W/Unobstructed Clear Sunny West/North Views! Close To Highway 401, Yorkdale Mall, Amenities, Downsview Park/Subway Station, Schools & More! Large Principal Rooms, Huge Balcony W/Oversized Windows Allowing An Abundance Natural Sunlight, 3 Pc Ensuite In Master W/A Large W/I Closet. Maintained To Perfection - Wont Last Long!']","[u""Stainless Steel: Fridge, Stove, B/I Micro & D/W. W/D. Elf's Wndw Cover's, Floating Shelves. 5* Hotel Amenities: Concierge, Indoor Pool, Gym, Guest Suites, Sauna, Party/Meeting Rm, Visitor Parking. Low Fees - Almost All Utilities Included!""]"
https://toronto.listing.ca/7-knollview-cres.C4338818.htm#15-1uq,"$1,575,000",02/24/2019,"7 Knollview Cres, Bayview Village, Toronto M2K2C9","Sidesplit 4, Detached House7 Rooms Total, 1 Kitchen1 Parking Space","$1,294,000","$1,399,000",10/19/2018,"$1,650,000","$1,695,000",12/15/2018,"$1,550,000","$1,650,000",08/23/2018,"$2,238,000","$2,299,000",10/15/2018,"$3,000,000","$1,398,000",08/20/2018,"[u'Finished BasementBrick, Stone Exterior']","[u'Great Opportunity In Prestigious Bayview Village! Ideal Lot For New Construction Or Good Potential For Renovation. 3 Bedrooms + 2 Bathrooms, With Finished Basement. Potential Financing Available For Purchase And Construction Subject To Approval.']","[u'Plan M846 L 13 Parcel 13-1, Section M846 Lot 13**']"
